prioridade,tempo,nome
44889,299,steak-and-ale-pie-466
146837,374,poitin-942
11340,213,bubble-and-squeak-47
251342,799,cottage-pie-830
8010,829,fish-and-chips-865
164217,525,cottage-pie-308
32887,706,cottage-pie-413
28961,613,steak-and-ale-pie-927
11838,16,steak-and-ale-pie-982
75890,493,steak-and-ale-pie-971
171279,301,ploughman's-lunch-839
127167,942,steak-and-ale-pie-520
30698,576,fish-and-chips-584
7040,604,steak-and-ale-pie-225
81182,679,fish-and-chips-854
238658,799,steak-and-ale-pie-33
200109,164,bubble-and-squeak-243
79034,439,fish-and-chips-705
216121,811,bubble-and-squeak-778
193376,678,poitin-184
139485,824,cottage-pie-18
293520,971,bubble-and-squeak-713
54831,34,poitin-816
244109,948,ploughman's-lunch-803
24610,568,bubble-and-squeak-169
50349,193,poitin-901
168547,336,cottage-pie-199
102136,775,poitin-92
237349,257,fish-and-chips-613
100630,426,ploughman's-lunch-378
198644,854,fish-and-chips-633
266326,480,steak-and-ale-pie-725
244009,682,ploughman's-lunch-375
159262,532,bubble-and-squeak-837
275334,748,poitin-235
252157,329,cottage-pie-992
237496,240,poitin-26
22989,783,bubble-and-squeak-974
99064,559,poitin-934
254748,88,ploughman's-lunch-896
48482,123,fish-and-chips-725
31313,131,poitin-118
122474,863,cottage-pie-342
8165,666,fish-and-chips-3
98828,747,ploughman's-lunch-172
91371,892,fish-and-chips-275
137528,929,cottage-pie-93
200203,314,cottage-pie-86
280398,504,bubble-and-squeak-30
275754,177,poitin-940
100961,475,bubble-and-squeak-494
173805,793,ploughman's-lunch-949
176385,595,fish-and-chips-972
275600,575,bubble-and-squeak-574
253163,221,ploughman's-lunch-236
199533,518,bubble-and-squeak-415
203617,223,bubble-and-squeak-173
57763,27,ploughman's-lunch-441
214999,124,fish-and-chips-102
291990,224,bubble-and-squeak-840
281444,921,steak-and-ale-pie-327
286469,727,poitin-492
148118,906,bubble-and-squeak-12
182876,732,bubble-and-squeak-243
74556,531,poitin-817
37227,811,poitin-828
234173,199,steak-and-ale-pie-914
28506,205,poitin-746
266816,402,poitin-932
146526,557,ploughman's-lunch-344
6423,361,ploughman's-lunch-235
75636,159,ploughman's-lunch-42
93139,774,poitin-158
211605,701,steak-and-ale-pie-849
111077,962,bubble-and-squeak-591
190011,357,poitin-128
266985,491,bubble-and-squeak-885
257108,764,bubble-and-squeak-454
289883,718,poitin-813
289673,492,cottage-pie-975
286456,875,steak-and-ale-pie-714
119266,104,poitin-551
261213,113,poitin-618
21805,911,steak-and-ale-pie-334
16756,636,steak-and-ale-pie-402
124048,758,steak-and-ale-pie-107
209899,473,fish-and-chips-767
176887,910,ploughman's-lunch-603
115743,633,bubble-and-squeak-517
58891,32,fish-and-chips-467
7625,325,bubble-and-squeak-842
139701,976,fish-and-chips-191
1215,260,bubble-and-squeak-386
174522,815,fish-and-chips-465
34335,469,ploughman's-lunch-927
204682,582,steak-and-ale-pie-2
179049,408,bubble-and-squeak-664
58807,37,poitin-86
161726,428,ploughman's-lunch-341
63063,416,poitin-671
130144,485,bubble-and-squeak-411
150116,648,bubble-and-squeak-906
253367,683,poitin-812
184605,205,steak-and-ale-pie-250
145882,856,cottage-pie-456
197840,565,bubble-and-squeak-298
50445,588,poitin-765
112768,43,cottage-pie-38
204250,851,steak-and-ale-pie-742
185706,319,steak-and-ale-pie-928
105126,454,poitin-194
90259,90,bubble-and-squeak-249
170021,968,bubble-and-squeak-418
180307,999,poitin-361
287093,249,cottage-pie-435
27735,899,bubble-and-squeak-688
217603,230,poitin-513
100946,963,steak-and-ale-pie-325
65548,793,poitin-703
142174,774,ploughman's-lunch-507
183855,332,poitin-755
2691,684,steak-and-ale-pie-16
284620,292,poitin-92
202414,806,steak-and-ale-pie-792
160811,975,bubble-and-squeak-110
212797,431,ploughman's-lunch-965
121153,238,steak-and-ale-pie-899
102314,158,ploughman's-lunch-944
254288,15,steak-and-ale-pie-177
48098,799,cottage-pie-462
17232,215,fish-and-chips-153
233495,441,ploughman's-lunch-463
176340,62,ploughman's-lunch-134
172488,199,bubble-and-squeak-333
37887,753,cottage-pie-291
281207,862,steak-and-ale-pie-565
293990,170,steak-and-ale-pie-914
35852,724,poitin-768
17678,35,ploughman's-lunch-685
17860,559,fish-and-chips-91
32707,691,fish-and-chips-414
20938,938,bubble-and-squeak-488
15767,193,steak-and-ale-pie-97
93804,837,bubble-and-squeak-884
79026,523,bubble-and-squeak-924
90624,1000,cottage-pie-837
137329,811,fish-and-chips-813
172981,980,cottage-pie-321
64100,245,poitin-839
47262,750,cottage-pie-426
197308,151,steak-and-ale-pie-817
299149,662,fish-and-chips-112
28300,480,poitin-155
198232,620,fish-and-chips-435
219474,595,ploughman's-lunch-367
255938,289,bubble-and-squeak-55
213055,434,poitin-249
106570,708,steak-and-ale-pie-451
232261,804,bubble-and-squeak-465
295660,858,ploughman's-lunch-849
204723,296,bubble-and-squeak-850
61548,775,cottage-pie-374
235604,598,bubble-and-squeak-241
259172,558,steak-and-ale-pie-6
154265,321,cottage-pie-412
36860,461,poitin-690
256651,228,fish-and-chips-996
207347,549,fish-and-chips-843
197907,921,ploughman's-lunch-412
91478,412,poitin-460
138945,520,steak-and-ale-pie-977
267791,711,fish-and-chips-1
80642,212,ploughman's-lunch-826
60111,128,poitin-925
291217,684,steak-and-ale-pie-767
47240,840,ploughman's-lunch-974
58342,330,steak-and-ale-pie-227
176085,718,ploughman's-lunch-629
56965,512,steak-and-ale-pie-447
38617,281,poitin-277
174264,405,steak-and-ale-pie-231
91567,266,cottage-pie-305
125238,991,steak-and-ale-pie-445
146019,377,poitin-225
70973,463,fish-and-chips-679
13598,908,poitin-740
124574,502,fish-and-chips-12
31428,793,cottage-pie-702
280632,977,cottage-pie-576
214192,859,steak-and-ale-pie-842
226726,342,fish-and-chips-356
73442,59,ploughman's-lunch-822
208727,879,poitin-247
282072,800,fish-and-chips-488
195768,374,steak-and-ale-pie-941
292131,691,poitin-112
174446,735,ploughman's-lunch-782
90798,478,bubble-and-squeak-834
31528,53,fish-and-chips-686
266669,29,fish-and-chips-810
9787,939,cottage-pie-948
49238,602,ploughman's-lunch-932
166750,710,cottage-pie-864
26514,862,fish-and-chips-350
282750,937,poitin-78
152792,969,steak-and-ale-pie-409
84360,812,fish-and-chips-244
296405,686,cottage-pie-691
274053,224,steak-and-ale-pie-383
274363,491,cottage-pie-793
233284,292,ploughman's-lunch-918
200787,834,poitin-923
177136,34,steak-and-ale-pie-658
204680,135,cottage-pie-188
199752,990,steak-and-ale-pie-222
254921,273,cottage-pie-417
235605,641,bubble-and-squeak-710
101345,602,bubble-and-squeak-594
22697,951,fish-and-chips-496
215519,636,poitin-756
205394,628,ploughman's-lunch-365
40036,33,poitin-836
143670,787,fish-and-chips-512
219403,942,steak-and-ale-pie-12
275147,603,cottage-pie-966
139145,535,steak-and-ale-pie-477
125668,659,cottage-pie-426
188939,338,bubble-and-squeak-162
90563,335,cottage-pie-342
191150,60,steak-and-ale-pie-889
184756,669,cottage-pie-692
232418,615,ploughman's-lunch-223
131636,185,ploughman's-lunch-224
172210,889,bubble-and-squeak-352
53689,122,steak-and-ale-pie-101
194484,648,ploughman's-lunch-300
233516,463,steak-and-ale-pie-751
191317,661,steak-and-ale-pie-879
227809,374,fish-and-chips-971
48248,384,steak-and-ale-pie-955
31148,231,steak-and-ale-pie-787
190872,657,bubble-and-squeak-404
67671,587,bubble-and-squeak-100
254790,535,bubble-and-squeak-124
127711,98,fish-and-chips-550
164753,365,fish-and-chips-335
177832,167,cottage-pie-949
25783,549,fish-and-chips-775
19572,868,cottage-pie-677
106929,10,cottage-pie-742
102192,736,poitin-224
134255,549,ploughman's-lunch-562
93921,690,poitin-67
98215,302,cottage-pie-177
245063,257,cottage-pie-861
172471,845,poitin-707
140915,750,ploughman's-lunch-731
187163,507,steak-and-ale-pie-346
240343,218,poitin-996
206853,944,bubble-and-squeak-451
134458,886,bubble-and-squeak-724
202486,88,ploughman's-lunch-686
46597,337,poitin-648
243282,40,fish-and-chips-906
224108,614,poitin-262
227502,898,poitin-542
26841,671,bubble-and-squeak-268
170974,220,bubble-and-squeak-962
88967,34,cottage-pie-884
280055,228,poitin-242
239310,58,steak-and-ale-pie-542
167006,530,poitin-844
104210,612,cottage-pie-904
115664,689,cottage-pie-165
112303,112,cottage-pie-823
285650,237,fish-and-chips-583
125207,485,poitin-712
18992,321,poitin-970
142290,12,fish-and-chips-986
65577,651,cottage-pie-938
275978,169,bubble-and-squeak-983
121001,500,poitin-767
75558,891,cottage-pie-832
6159,842,ploughman's-lunch-248
221164,283,fish-and-chips-530
93183,231,cottage-pie-377
144995,901,poitin-623
65783,507,bubble-and-squeak-234
285002,125,steak-and-ale-pie-37
289060,135,bubble-and-squeak-786
292792,60,cottage-pie-993
148476,363,steak-and-ale-pie-594
105757,608,poitin-660
172750,484,fish-and-chips-831
235766,227,poitin-409
14316,349,fish-and-chips-294
194803,418,steak-and-ale-pie-182
85928,137,ploughman's-lunch-156
158069,164,poitin-169
124896,152,cottage-pie-426
181038,970,cottage-pie-229
162877,985,cottage-pie-218
169823,290,fish-and-chips-183
17613,182,poitin-35
222731,162,fish-and-chips-428
79966,554,bubble-and-squeak-690
40863,928,fish-and-chips-44
51095,879,steak-and-ale-pie-438
135004,248,poitin-478
213006,475,fish-and-chips-8
24668,868,cottage-pie-38
165535,353,fish-and-chips-160
184898,204,cottage-pie-416
93672,858,ploughman's-lunch-725
236314,698,poitin-738
21542,810,ploughman's-lunch-860
47361,262,bubble-and-squeak-715
184357,798,fish-and-chips-314
64513,668,ploughman's-lunch-873
241760,246,bubble-and-squeak-448
42292,455,ploughman's-lunch-458
89124,468,fish-and-chips-738
285886,155,steak-and-ale-pie-996
27669,913,poitin-909
9318,59,bubble-and-squeak-9
218044,952,fish-and-chips-146
44458,500,ploughman's-lunch-464
21783,177,bubble-and-squeak-649
42097,562,bubble-and-squeak-328
21720,243,poitin-910
246750,764,steak-and-ale-pie-804
3923,269,poitin-428
65830,741,fish-and-chips-549
162050,780,cottage-pie-772
169840,41,poitin-220
257530,879,bubble-and-squeak-331
69867,901,bubble-and-squeak-207
194257,477,fish-and-chips-704
117682,620,fish-and-chips-459
176425,763,steak-and-ale-pie-336
106197,89,fish-and-chips-458
67840,505,ploughman's-lunch-432
245244,247,steak-and-ale-pie-807
79124,536,steak-and-ale-pie-790
134760,509,steak-and-ale-pie-746
146277,308,cottage-pie-918
125950,604,bubble-and-squeak-896
29473,26,steak-and-ale-pie-773
148951,670,poitin-595
277629,275,steak-and-ale-pie-317
72664,734,ploughman's-lunch-765
30507,736,cottage-pie-176
204784,203,bubble-and-squeak-775
30246,388,steak-and-ale-pie-371
68224,69,steak-and-ale-pie-224
1232,365,cottage-pie-889
282298,101,fish-and-chips-222
147572,208,poitin-264
32417,266,ploughman's-lunch-575
85210,488,bubble-and-squeak-196
130048,965,cottage-pie-560
261077,618,ploughman's-lunch-560
245954,877,bubble-and-squeak-63
245194,322,steak-and-ale-pie-497
69053,626,bubble-and-squeak-281
77493,243,bubble-and-squeak-537
189285,493,ploughman's-lunch-877
20076,313,poitin-685
202438,981,fish-and-chips-649
95374,655,fish-and-chips-808
222415,457,fish-and-chips-39
97314,40,bubble-and-squeak-879
295360,672,fish-and-chips-556
293972,484,ploughman's-lunch-459
14988,834,fish-and-chips-565
221978,470,ploughman's-lunch-615
69075,713,bubble-and-squeak-917
178384,638,cottage-pie-148
1775,501,fish-and-chips-74
283071,769,bubble-and-squeak-116
279449,570,cottage-pie-596
23513,729,steak-and-ale-pie-310
299257,341,steak-and-ale-pie-441
297030,760,bubble-and-squeak-116
273415,820,cottage-pie-505
55589,708,ploughman's-lunch-418
64677,588,fish-and-chips-78
244534,410,fish-and-chips-540
151527,9,steak-and-ale-pie-507
251812,125,cottage-pie-667
217310,179,steak-and-ale-pie-44
146119,726,ploughman's-lunch-844
219621,128,cottage-pie-851
167138,855,bubble-and-squeak-453
29464,179,fish-and-chips-904
18769,312,bubble-and-squeak-239
224776,404,steak-and-ale-pie-128
277464,660,cottage-pie-211
18883,53,bubble-and-squeak-373
161564,327,steak-and-ale-pie-599
121556,487,bubble-and-squeak-573
204376,675,steak-and-ale-pie-697
189909,851,poitin-656
123751,319,ploughman's-lunch-576
86404,900,bubble-and-squeak-324
33081,548,steak-and-ale-pie-236
216776,294,steak-and-ale-pie-52
279138,925,fish-and-chips-664
282997,797,poitin-122
287575,713,fish-and-chips-609
27437,250,steak-and-ale-pie-27
23036,354,cottage-pie-922
62584,41,fish-and-chips-383
86945,82,cottage-pie-88
89166,459,cottage-pie-356
206460,338,bubble-and-squeak-781
180008,438,poitin-795
257221,370,bubble-and-squeak-790
294745,869,steak-and-ale-pie-5
80995,458,poitin-257
194400,801,cottage-pie-103
220136,497,fish-and-chips-704
48820,264,steak-and-ale-pie-641
203295,286,bubble-and-squeak-617
289471,350,cottage-pie-119
273985,108,ploughman's-lunch-84
132479,281,fish-and-chips-815
229818,46,fish-and-chips-444
19703,488,ploughman's-lunch-754
173384,138,bubble-and-squeak-923
222866,58,bubble-and-squeak-349
261889,230,poitin-340
262704,617,poitin-561
202468,352,steak-and-ale-pie-871
223707,564,cottage-pie-206
297780,539,ploughman's-lunch-86
264244,239,cottage-pie-446
144481,670,steak-and-ale-pie-934
102235,65,steak-and-ale-pie-290
223728,444,poitin-349
74503,271,ploughman's-lunch-378
21402,846,poitin-776
234168,639,poitin-592
242805,85,fish-and-chips-803
111325,326,steak-and-ale-pie-997
40757,460,bubble-and-squeak-849
84216,255,ploughman's-lunch-214
167914,993,steak-and-ale-pie-343
16147,243,bubble-and-squeak-219
119063,105,steak-and-ale-pie-631
126946,201,poitin-734
102367,866,cottage-pie-872
98851,874,ploughman's-lunch-166
140440,250,fish-and-chips-46
293219,186,ploughman's-lunch-755
297091,662,poitin-516
240542,424,cottage-pie-838
172945,363,cottage-pie-449
154459,469,fish-and-chips-663
225508,497,bubble-and-squeak-181
159585,611,steak-and-ale-pie-119
87271,328,cottage-pie-613
92972,878,fish-and-chips-736
1706,347,fish-and-chips-956
17156,288,steak-and-ale-pie-241
268399,180,cottage-pie-81
206012,660,cottage-pie-141
99791,290,fish-and-chips-458
27430,150,steak-and-ale-pie-10
169421,398,bubble-and-squeak-974
163412,193,ploughman's-lunch-325
93650,202,poitin-907
263633,639,poitin-979
14957,945,cottage-pie-99
31890,592,bubble-and-squeak-847
272192,2,steak-and-ale-pie-34
129887,401,poitin-661
20713,546,poitin-246
17543,462,steak-and-ale-pie-772
81216,643,ploughman's-lunch-639
87074,506,steak-and-ale-pie-887
245144,730,bubble-and-squeak-798
39043,965,bubble-and-squeak-401
157040,539,bubble-and-squeak-61
160535,718,steak-and-ale-pie-932
153645,394,ploughman's-lunch-426
245225,806,cottage-pie-34
229601,345,bubble-and-squeak-874
115032,473,bubble-and-squeak-53
23164,273,cottage-pie-758
179315,213,fish-and-chips-911
257221,773,ploughman's-lunch-27
219832,279,cottage-pie-490
33009,442,bubble-and-squeak-773
71234,825,fish-and-chips-45
67124,895,poitin-226
291697,843,steak-and-ale-pie-532
268057,68,bubble-and-squeak-558
200717,612,bubble-and-squeak-418
69915,945,bubble-and-squeak-465
128317,779,fish-and-chips-417
19363,670,poitin-783
271269,227,bubble-and-squeak-697
133622,495,fish-and-chips-898
221505,906,steak-and-ale-pie-660
110298,747,fish-and-chips-703
197413,651,poitin-28
242319,950,bubble-and-squeak-15
202216,224,bubble-and-squeak-270
147622,690,bubble-and-squeak-649
175366,500,cottage-pie-780
137708,138,fish-and-chips-443
277859,230,fish-and-chips-471
215179,676,bubble-and-squeak-174
259720,233,steak-and-ale-pie-759
68115,710,ploughman's-lunch-484
106760,509,cottage-pie-275
63690,150,ploughman's-lunch-455
47175,227,bubble-and-squeak-910
30176,211,steak-and-ale-pie-38
55158,745,fish-and-chips-265
65194,754,poitin-808
219564,613,fish-and-chips-880
147573,321,fish-and-chips-392
190689,561,bubble-and-squeak-22
64489,674,poitin-63
102709,199,bubble-and-squeak-741
12701,239,bubble-and-squeak-706
184823,494,cottage-pie-958
14016,662,bubble-and-squeak-87
31519,133,cottage-pie-972
34349,563,poitin-788
25622,411,bubble-and-squeak-312
58166,384,cottage-pie-127
208499,120,steak-and-ale-pie-363
263780,52,steak-and-ale-pie-37
281714,740,fish-and-chips-588
263825,661,ploughman's-lunch-880
255552,939,ploughman's-lunch-273
74254,637,poitin-610
51072,844,steak-and-ale-pie-519
113112,842,cottage-pie-541
219039,773,poitin-21
79152,775,ploughman's-lunch-648
247825,51,ploughman's-lunch-95
245522,187,steak-and-ale-pie-67
166908,639,fish-and-chips-624
298972,927,poitin-890
251713,786,ploughman's-lunch-814
290262,457,cottage-pie-629
69153,559,ploughman's-lunch-144
163994,362,cottage-pie-623
81816,488,steak-and-ale-pie-977
199015,909,ploughman's-lunch-884
116681,405,poitin-675
93209,210,cottage-pie-284
53202,12,steak-and-ale-pie-176
81500,956,poitin-585
239058,75,ploughman's-lunch-285
82607,926,bubble-and-squeak-369
116163,120,cottage-pie-205
203805,673,bubble-and-squeak-814
234222,34,bubble-and-squeak-30
36104,951,steak-and-ale-pie-727
172828,107,cottage-pie-471
36244,800,steak-and-ale-pie-113
285622,456,poitin-487
199772,983,bubble-and-squeak-998
239977,681,ploughman's-lunch-925
218728,541,ploughman's-lunch-287
246649,63,poitin-420
166898,460,steak-and-ale-pie-972
7191,750,poitin-817
275656,233,ploughman's-lunch-718
263670,947,cottage-pie-722
287313,879,ploughman's-lunch-926
119615,695,bubble-and-squeak-22
54655,625,fish-and-chips-851
99464,226,bubble-and-squeak-308
246494,680,bubble-and-squeak-184
46405,70,fish-and-chips-630
72273,643,poitin-531
149002,786,fish-and-chips-849
275653,2,ploughman's-lunch-486
199961,402,bubble-and-squeak-486
41166,817,ploughman's-lunch-589
32562,270,steak-and-ale-pie-414
74761,840,fish-and-chips-920
113666,619,poitin-472
19851,541,poitin-991
51421,381,fish-and-chips-449
290316,511,poitin-336
70928,733,ploughman's-lunch-628
270525,264,steak-and-ale-pie-543
51333,280,ploughman's-lunch-400
145285,555,fish-and-chips-336
279537,971,poitin-48
153177,163,bubble-and-squeak-701
289106,714,poitin-512
248654,387,steak-and-ale-pie-293
14309,510,steak-and-ale-pie-129
14701,86,bubble-and-squeak-177
134686,314,cottage-pie-198
100164,961,fish-and-chips-332
252987,652,fish-and-chips-654
57564,371,poitin-225
71927,905,ploughman's-lunch-22
115549,839,bubble-and-squeak-456
132952,201,steak-and-ale-pie-711
291640,773,fish-and-chips-296
108760,42,ploughman's-lunch-221
94313,207,poitin-24
139422,947,poitin-22
271354,573,bubble-and-squeak-282
58945,8,poitin-578
213742,781,steak-and-ale-pie-386
168769,536,poitin-762
217935,13,steak-and-ale-pie-494
251483,810,steak-and-ale-pie-282
37163,64,fish-and-chips-33
138584,742,poitin-486
249741,268,poitin-755
102539,468,poitin-275
198999,651,bubble-and-squeak-419
189929,283,cottage-pie-477
39527,344,cottage-pie-196
276990,903,ploughman's-lunch-999
157185,601,bubble-and-squeak-57
277405,28,poitin-478
91571,80,fish-and-chips-787
34455,263,fish-and-chips-603
288241,396,ploughman's-lunch-264
177228,326,cottage-pie-577
216134,672,steak-and-ale-pie-922
109414,218,steak-and-ale-pie-828
92510,38,poitin-393
78433,913,bubble-and-squeak-435
260355,908,cottage-pie-354
272754,179,bubble-and-squeak-595
116661,667,fish-and-chips-800
103381,474,poitin-295
20339,5,poitin-271
27634,846,bubble-and-squeak-139
29052,186,poitin-552
9549,620,fish-and-chips-858
45617,486,poitin-237
10985,715,steak-and-ale-pie-154
198975,372,ploughman's-lunch-759
88269,869,cottage-pie-177
217001,298,poitin-159
254757,735,cottage-pie-285
278401,909,steak-and-ale-pie-327
93893,582,bubble-and-squeak-440
39571,513,cottage-pie-115
87802,326,bubble-and-squeak-772
175651,952,steak-and-ale-pie-683
177214,308,poitin-661
189013,506,bubble-and-squeak-333
79441,937,bubble-and-squeak-362
195363,585,poitin-354
3027,642,poitin-737
60122,462,ploughman's-lunch-603
73654,310,poitin-350
289648,924,bubble-and-squeak-34
201258,171,poitin-391
131524,469,fish-and-chips-545
29358,452,cottage-pie-871
164650,541,fish-and-chips-139
93684,261,bubble-and-squeak-386
174422,856,poitin-435
189926,188,bubble-and-squeak-896
271444,736,cottage-pie-991
278621,288,fish-and-chips-561
60540,687,poitin-76
238223,473,bubble-and-squeak-57
26469,425,bubble-and-squeak-824
296391,592,ploughman's-lunch-819
10932,796,steak-and-ale-pie-522
171891,339,poitin-13
186814,553,poitin-256
289833,750,steak-and-ale-pie-308
70241,42,ploughman's-lunch-587
17857,698,fish-and-chips-194
196334,684,fish-and-chips-861
165877,597,ploughman's-lunch-674
270544,664,cottage-pie-504
243440,524,bubble-and-squeak-874
227901,552,poitin-133
72990,431,fish-and-chips-874
166075,338,fish-and-chips-428
263341,927,bubble-and-squeak-47
56937,950,cottage-pie-874
162065,678,fish-and-chips-403
151879,503,cottage-pie-173
252565,856,bubble-and-squeak-777
265521,826,poitin-110
109147,345,poitin-651
59463,413,fish-and-chips-461
199662,446,poitin-82
112622,277,poitin-393
36319,110,poitin-662
84466,121,cottage-pie-880
189370,95,fish-and-chips-255
191309,413,ploughman's-lunch-50
225304,118,poitin-116
171849,214,bubble-and-squeak-101
288861,147,steak-and-ale-pie-17
72499,876,ploughman's-lunch-54
179759,226,steak-and-ale-pie-649
178260,426,ploughman's-lunch-481
87786,660,steak-and-ale-pie-836
181553,531,poitin-583
261933,602,cottage-pie-980
70606,273,bubble-and-squeak-570
156293,440,steak-and-ale-pie-370
71253,741,fish-and-chips-869
77445,374,cottage-pie-522
229301,695,steak-and-ale-pie-145
87006,900,cottage-pie-199
164130,92,cottage-pie-245
291345,545,bubble-and-squeak-926
141713,216,bubble-and-squeak-229
207488,897,cottage-pie-359
107463,556,poitin-990
117316,93,steak-and-ale-pie-587
132891,873,bubble-and-squeak-3
164336,168,poitin-707
193764,388,fish-and-chips-164
263816,114,ploughman's-lunch-661
131986,11,bubble-and-squeak-530
148092,183,cottage-pie-138
221467,310,cottage-pie-444
209713,350,poitin-584
283159,441,steak-and-ale-pie-860
4114,105,bubble-and-squeak-192
54748,836,fish-and-chips-353
81115,402,ploughman's-lunch-674
156415,266,fish-and-chips-244
230227,771,fish-and-chips-620
176641,842,poitin-627
186885,258,steak-and-ale-pie-957
142557,908,fish-and-chips-351
291891,900,ploughman's-lunch-914
147967,236,cottage-pie-299
4570,517,steak-and-ale-pie-437
128169,12,fish-and-chips-791
247064,65,steak-and-ale-pie-629
730,926,bubble-and-squeak-706
137748,444,steak-and-ale-pie-322
290668,403,poitin-354
216921,912,poitin-718
80575,113,fish-and-chips-575
13712,987,bubble-and-squeak-649
252798,330,poitin-993
90537,221,cottage-pie-94
197817,74,cottage-pie-144
60383,549,bubble-and-squeak-714
108966,979,cottage-pie-157
64719,538,cottage-pie-804
265896,188,bubble-and-squeak-700
120526,94,bubble-and-squeak-923
148100,88,poitin-62
52362,375,steak-and-ale-pie-526
277807,965,fish-and-chips-359
237935,254,ploughman's-lunch-627
293567,47,bubble-and-squeak-11
1117,190,fish-and-chips-80
139179,854,ploughman's-lunch-891
70842,113,ploughman's-lunch-784
41712,804,bubble-and-squeak-761
139166,492,steak-and-ale-pie-582
105224,622,poitin-282
175818,12,bubble-and-squeak-537
250177,537,fish-and-chips-408
111017,337,steak-and-ale-pie-309
122123,415,steak-and-ale-pie-844
193260,315,fish-and-chips-514
182068,641,steak-and-ale-pie-657
269822,222,ploughman's-lunch-672
283806,977,cottage-pie-814
249923,613,steak-and-ale-pie-266
144233,448,cottage-pie-322
91408,910,steak-and-ale-pie-109
148051,647,poitin-582
6383,423,bubble-and-squeak-163
39620,160,fish-and-chips-218
242183,281,steak-and-ale-pie-192
286127,536,bubble-and-squeak-239
226783,858,steak-and-ale-pie-992
182688,245,ploughman's-lunch-406
280753,331,poitin-250
59757,300,ploughman's-lunch-642
194543,932,bubble-and-squeak-759
192312,27,poitin-647
68384,39,steak-and-ale-pie-437
210206,736,fish-and-chips-457
19325,701,steak-and-ale-pie-774
204092,871,steak-and-ale-pie-970
153491,629,poitin-546
18424,125,poitin-165
119195,277,ploughman's-lunch-911
183644,914,ploughman's-lunch-508
49200,344,poitin-523
165460,801,fish-and-chips-975
159770,420,steak-and-ale-pie-653
72316,119,bubble-and-squeak-156
20786,342,ploughman's-lunch-364
43876,508,bubble-and-squeak-495
224602,276,poitin-689
299074,901,cottage-pie-606
105785,150,cottage-pie-869
27048,230,steak-and-ale-pie-119
139801,364,steak-and-ale-pie-946
151451,507,ploughman's-lunch-397
157968,560,steak-and-ale-pie-487
224813,897,bubble-and-squeak-440
282613,245,bubble-and-squeak-773
274016,992,steak-and-ale-pie-538
112578,532,fish-and-chips-379
93075,246,ploughman's-lunch-840
147756,288,steak-and-ale-pie-598
82614,987,fish-and-chips-188
220730,601,cottage-pie-398
175316,345,steak-and-ale-pie-225
109827,559,ploughman's-lunch-79
101106,754,ploughman's-lunch-824
286130,879,ploughman's-lunch-319
59978,306,bubble-and-squeak-789
20264,134,ploughman's-lunch-608
99910,390,fish-and-chips-730
61919,429,steak-and-ale-pie-992
128388,270,ploughman's-lunch-884
86007,273,poitin-481
125998,632,fish-and-chips-511
177461,336,cottage-pie-220
135541,980,bubble-and-squeak-834
220350,427,steak-and-ale-pie-621
217044,601,poitin-620
81478,828,bubble-and-squeak-426
45591,638,fish-and-chips-630
110428,256,bubble-and-squeak-332
51193,128,bubble-and-squeak-151
211334,806,fish-and-chips-842
17357,245,poitin-193
165922,804,steak-and-ale-pie-747
263674,949,bubble-and-squeak-142
81009,968,bubble-and-squeak-474
101374,96,steak-and-ale-pie-985
144678,475,fish-and-chips-187
182928,625,bubble-and-squeak-685
206690,1,poitin-423
212327,34,fish-and-chips-216
95431,7,bubble-and-squeak-151
194018,186,steak-and-ale-pie-102
130973,293,bubble-and-squeak-531
149044,965,bubble-and-squeak-67
11758,425,fish-and-chips-615
158239,859,fish-and-chips-712
234643,111,bubble-and-squeak-351
182453,106,cottage-pie-498
286230,206,cottage-pie-85
197428,783,cottage-pie-47
243455,997,bubble-and-squeak-642
246977,503,fish-and-chips-749
246450,629,steak-and-ale-pie-706
138118,385,fish-and-chips-940
87506,801,steak-and-ale-pie-498
24357,362,bubble-and-squeak-453
198595,214,fish-and-chips-131
6138,121,cottage-pie-955
103694,687,poitin-978
94519,858,bubble-and-squeak-663
187423,386,steak-and-ale-pie-394
162461,696,steak-and-ale-pie-162
145389,301,ploughman's-lunch-543
68918,389,ploughman's-lunch-755
57081,125,fish-and-chips-874
299502,530,fish-and-chips-168
64079,682,ploughman's-lunch-289
271599,141,fish-and-chips-986
206257,176,bubble-and-squeak-663
128403,738,steak-and-ale-pie-89
174320,503,poitin-522
138205,858,fish-and-chips-986
39697,545,cottage-pie-472
185472,975,steak-and-ale-pie-240
244147,908,steak-and-ale-pie-81
264881,592,ploughman's-lunch-21
204180,99,fish-and-chips-280
195238,763,ploughman's-lunch-626
227213,377,bubble-and-squeak-796
78716,949,steak-and-ale-pie-602
45241,410,bubble-and-squeak-629
245445,306,poitin-445
255681,710,steak-and-ale-pie-751
46908,67,bubble-and-squeak-164
234569,915,poitin-390
174559,181,ploughman's-lunch-818
225991,844,poitin-62
294284,959,fish-and-chips-87
13972,4,steak-and-ale-pie-173
7046,15,fish-and-chips-63
13593,357,steak-and-ale-pie-885
227374,406,steak-and-ale-pie-18
42574,132,steak-and-ale-pie-739
179559,978,bubble-and-squeak-906
149626,445,steak-and-ale-pie-725
40805,264,bubble-and-squeak-424
280950,467,cottage-pie-276
211354,853,bubble-and-squeak-939
71191,90,steak-and-ale-pie-520
